STATUS,cEXT,cAGR,cNEU,cCON,cOPN
heard  someone  at  home  depot  ask  a  worker  for  that  thing  that  makes  holes  n  shit  lol ,n,n,n,n,y
passed  out  while  reading  about  narcolepsy  yesterday ,n,n,n,n,y
damn  sense  always  getting  in  my  way ,n,n,n,n,y
came  45minutes  late  to  c  final  still  finished  before  everyone  else  d ,n,n,n,n,y
buckyballs  i  want  my  6  hours  back   ,n,n,n,n,y
pain  is  painful ,n,n,n,n,y
went  to  a  run  down  dollar  store  and  it  was  playing  propnames  canon  in  d  i  laughed  the  entire  time  i  was  in  there  d ,n,n,n,n,y
spent  the  last  2  hours  sitting  in  the  dark  happily  listening  to  music  way  too  loudly  at  6am   ,n,n,n,n,y
its  6am  and  i  cant  sleep  cause  i  just  finished  ordering  parts  for  a  new  computer  too  excited  im  nerdy  and  what  d ,n,n,n,n,y
saw  in  transit  to  ontario  ca  on  my  tracking  information  and  thought  why  is  it  going  to  canada  who  knew  there  was  a  city  named  ontario  in  california  x ,n,n,n,n,y
computer  case  coming  from  south  la  everything  else  coming  from  tennesee  i  get  to  stare  at  the  case  and  do  nothing  with  it  for  4  days  propname  why  art  thou  so  cruel  d ,n,n,n,n,y
mom  just  found  out  im  an  atheist  and  is  trying  to  convert  me  ahahaha ,n,n,n,n,y
715  chem  classss  dieee  d  collapse  on  floor  zzzzzzzzzzzz ,n,n,n,n,y
10  days  left  in  basic  training ,y,y,n,y,y
tgif ,y,y,n,y,y
missing  my  princess      very  dearly     ,y,y,n,y,y
      doing  me      you  do  you     ,y,y,n,y,y
dentist  got  me  medup  percoset  is  a  hellofadrug ,y,y,n,y,y
im  really  feeling  this  chicago  winter  right  now      dunno  if  ill  make  it  back  to  texas  with  all  my  fingertips     ,y,y,n,y,y
preparing  my  mind  for  a  long  drive     ,y,y,n,y,y
the  woman  came  out  of  a  mans  rib  not  from  his  feet  to  be  walked  on  not  from  his  head  to  be  superior  but  from  his  side  to  be  equal  under  the  arm  to  be  protected    next  to  the  heart  to  be  loved ,y,y,n,y,y
preparing  for  tryouts  and  the  start  of  steelers  season        its  that  time  of  year  again ,y,y,n,y,y
yea  cchs  jv    starting  off  the  season  with  a  win ,y,y,n,y,y
lazy  day  around  the  house  after  the  family  has  left ,y,y,n,y,y
cchs  jv    you  girls  rock  what  else  can  i  say  and  mega  shoutout  to  propname  for  moral  support  tonight  and  rockin  programs ,y,y,n,y,y
back  at  it ,y,y,n,y,y
at  work  on  a  sunday    but  at  least  the  steelers  won  last  night ,y,y,n,y,y
jennas  wedding ,y,y,n,y,y
here  we  go  steelers  here  we  go ,y,y,n,y,y
anyone  in  the  pitttsburgh  area  able  to  work  the  polls  on  tuesday  ive  got  a  friend  that  needs  help  let  me  know  thanks ,y,y,n,y,y
steelers  steelers  steelers ,y,y,n,y,y
i  have  the  best  boyfriend  ever  thanks  babe  i  love  you ,y,y,n,y,y
working  at  home  wathcing  the  propname  game  and  watching  the  snow  the  words  lazy  saturday  come  to  mind ,y,y,n,y,y
and  yes  i  misspelled  watching  not  once  but  twice ,y,y,n,y,y
wow  that  was  a  great  game    even  if  propname  did  lose  hope  the  1  v  2  game  tonight  is  that  good ,y,y,n,y,y
really  two  days  in  a  row  i  would  like  to  take  back  my  comment  about  de  ja  vu    i  didnt  mean  i  wanted  it  to  end  like  that  again ,y,y,n,y,y
absence  sharpens  love  presence  stregthens  it ,y,y,n,y,y
ita  kinda  like  de  ja  vu    working  at  home  wathcing  the  propname  steelers  game  and  snow  is  still  on  the  ground  good  thing  i  know  its  sunday ,y,y,n,y,y
put  this  as  your  status  if  you  or  somebody  you  know  has  suffered  the  loss  of  a  baby    the  majority  wont  put  it  on  because  unlike  cancer  baby  loss  is  a  taboo  break  the  silence    this  is  in  memory  of  all  the  angel  babiesgone  too  soon  but  never  forgotten  about  show  your  support  and  let  these  women  know  they  dont  have  to  grieve  alone ,y,y,n,y,y
if  you    i  woke  up  in  jail  togetherusing  only  four  wordswhat  would  you  say  to  me  copy  and  paste  this  in  your  status  and  see  what  funny  things  your  friends  sayand  if  you  make  a  comment  you  gotta  put  this  in  your  status  fair  is  fair ,y,y,n,y,y
if  i  ruled  the  world        imagine  that       ,y,y,n,y,y
how  does  that  kind  of  fallen  even  happen  that  quickly ,y,y,n,y,y
steelers  steelers  steelers ,y,y,n,y,y
the  old  mans  still  trying  to  get  me  smashed  on  his  sake  tastes  like  ass  on  fire ,n,y,y,n,n
finally  using  facebook  nn  feels  strange ,n,y,y,n,n
mmm  waffles  nn ,n,y,y,n,n
avril  stuck  in  my  head  from  yesterdays  singing  performance  soooo  sad ,n,y,y,n,n
freezing  my  freakin  ass  off  dont  want  to  get  out  of  bed  for  anything  today   ,n,y,y,n,n
propname  and  propname  are  officially  the  two  most  awesome  people  ever   ,n,y,y,n,n
toast  nn  purrs ,n,y,y,n,n
marty  liebich  lol ,n,y,y,n,n
breaking  hearts  is  part  of  who  you  are ,n,y,y,n,n
i  give  up ,n,y,y,n,n
mainstream  all  day  long  kill  it ,n,y,y,n,n
goddam  it  this  celebrity  double  thing  is  driving  me  crazy  help ,n,y,y,n,n
just  remembered  i  seen  a  naked  guy  running  up  the  supports  on  the  squinty  bridge  last  night  with  all  hanging  out    but  wearing  socks  not  a  pretty  sight ,y,n,n,n,n
seen  a  leaflet  guy  coming  into  building  so  i  collected  together  all  the  leaflets  we  have  about  1520  and  when  he  went  to  post  the  leaflets  i  posted  them  all  outwards  as  he  opened  the  letterbox  he  looked  a  little  confused  and  tried  to  push  them  back  so  i  posted  them  back  out  again  ahh  its  fun  to  piss  off  people ,y,n,n,n,n
feeling  like  crap  no  temperature  though  so  at  least  its  not  swine  flu  at  least  i  think  its  not ,y,n,n,n,n
got  a  pair  of  degus  last  night  already  causing  issues  they  are  uber  cute  though ,y,n,n,n,n
got  a  refferal  to  a  ent  specialist  so  i  can  get  a  camera  jammed  up  my  nose  into  my  sinuses  not  pretty  but  at  least  i  may  be  able  to  finally  get  rid  of  this  damn  sinus  infection  d ,y,n,n,n,n
trying  to  send  docs  to  the  bank  and  my  personal  advisor  is  not  trusted  with  email  or  web  access  full  access  to  my  account  financial  and  personal  but  not  email  worry ,y,n,n,n,n
gotta  love  3  mobile  i  asked  to  cancel  my  contract  and  was  asked  could  we  convince  you  to  stay  i  replied  with  due  to  the  terrible  customer  service  i  would  rather  die  a  slow  and  horribly  painful  death  than  stay  to  which  i  got  do  you  have  any  friends  or  relatives  you  would  like  to  refer  so  they  can  get  a  good  deal  i  want  that  csr  to  work  in  my  company  retention  department ,y,n,n,n,n
i  think  i  must  be  doing  something  wrong  on  the  trapeze  it  feels  like  i  have  just  went  for  a  vasectomy  after  trying  a  few  windmills  yesterday  no  pain  no  gain   ,y,n,n,n,n
arghhh  the  radio  has  christmas  songs  on  it  already  this  bad  bad  bad  news  its  november   ,y,n,n,n,n
i  have  16kg  of  explosives  for  nov  5  the  uk  equiv  of  4th  july  for  the  americans  hopefully  with  any  luck  this  thing  will  make  the  night  time  look  like  daytime  with  the  bang  d ,y,n,n,n,n
trying  to  weigh  a  degu  is  not  easy ,y,n,n,n,n
never  had  a  crab  squid  musccle  scallop  and  anchovie  pizza  before  it  is  however  suprisingly  good   ,y,n,n,n,n
whilst  i  may  not  understand  the  history  behind  thanksgiving  i  can  get  behind  any  holiday  that  consists  of  a  huge  amount  of  food  alcohol  and  friends  happy  thanksgiving  to  my  american  friends  and  to  anyone  else  today  is  just  an  excuse  for  us  to  take  part  in  cultural  diversity  and  get  drunk  and  stuffed  with  lots  of  food ,y,n,n,n,n
is  thinking  that  he  needs  to  assemble  a  horde  of  flying  panda  colored  monkies  to  wreck  havock  on  the  world  from  above  and  buy  milk ,y,n,n,n,n
i  can  handle  the  scope  thing  being  shoved  up  my  nose  and  down  my  throat  i  can  handle  the  ct  scan  but  having  blood  taken  still  cant  deal  with  that ,y,n,n,n,n
why  are  you  not  allowed  to  give  kids  nuts  for  halloween  any  more  i  got  them  as  a  kid  and  as  far  as  i  am  aware  people  havnet  become  more  allergic  to  it  in  the  last  20  years  just  the  same  amount ,y,n,n,n,n
hates  facebook  messaging  it  always  looks  like  you  are  waiting  for  the  other  person  to  message  back  and  then  you  see  that  it  has  infact  timed  out  again  and  the  person  messaged  back  6  hours  ago  sigh ,y,n,n,n,n
i  have  discovered  the  teddy  bear  move  in  aerials  is  anything  but  cute  and  fluffy  its  evil  sore  and  likes  nothing  more  than  cutting  off  all  blood  to  your  extrematies ,y,n,n,n,n
is  currently  working  his  way  through  the  harry  potter  box  set  cant  say  i  dont  have  exciting  weekends ,y,n,n,n,n
i  know  6  sick  people  at  the  moment  and  now  im  sick  im  going  to  find  out  what  one  it  was  and  come  after  them  watch  yourselves   ,y,n,n,n,n
happy  jul  in  norway  they  dont  celebrate  chriastmas  as  much  as  julaften  prechristmas  thats  when  people  get  their  pressies  in  russia  its  the  5th  jan  dont  know  if  i  could  wait  that  long ,y,n,n,n,n
i  love  how  much  fun  you  can  have  with  non  newtonian  fluids  d ,y,n,n,n,n
the  turkey  is  now  officially  drunk  injected  with  enough  alcohol  that  if  we  didnt  eat  it  itd  be  at  aa  rubbed  with  secret  spices  drizzled  in  bacon  and  the  silverside  joint  is  slowly  cooking  for  7  hours  15  minute  break  then  back  to  cooking  d ,y,n,n,n,n
my  brother  gave  me  a  unicycle  for  xmas  im  wondering  if  you  can  pre  book  appointments  to  the  ae  to  save  time ,y,n,n,n,n
just  hacked  my  appletv  removed  the  wifi  chip  and  replaced  with  a  broadcom  h264  hardware  decoder  chip  now  i  can  stream  blu  ray  movies  in  1080p  from  my  fileserver  to  tv  d ,y,n,n,n,n
just  realised  he  missed  the  aerial  class  start    thought  it  was  next  week  it  started  doh ,y,n,n,n,n
thinks  that  the  new  apple  tablet  pc  ipad  sounds  like  a  high  tech  sanitary  device ,y,n,n,n,n
merry  christmas  everyone   ,y,n,n,n,n
they  are  not  beef  sausages  if  they  are  only  40  beef  lies ,y,n,n,n,n
just  made  a  spiced  haddock  on  trimmed  green  bean  and  coconut  rice  with  a  coconut  chilli  sauce  mmm ,y,n,n,n,n
its  time  i  fire  up  this  life  im  livin  in ,n,n,y,y,y
cuando  la  vida  misma  te  ha  puesto  en  un  aprieto  ¿qué  es  lo  que  se  debe  hacer ,n,n,y,y,y
que  es  lo  que  en  realidad  se  debe  de  hacer  lo  que  el  corazón  dicta  o  lo  que  la  razon  te  dice ,n,n,y,y,y
es  momento  de  aprender  a  dejar  ir  las  cosas  por  favor  que  aquella  luz  guía  mía  me  lleve  a  los  lugares  indicados ,n,n,y,y,y
oscilando  entre  la  infinidad  de  la  mente  y  la  infinidad  del  sueño ,n,n,y,y,y
hay  veces  en  las  que  simplemente  quisiera  olvidarme  de  todo  y  refugiarme  en  la  profundidad  de  mi  mente ,n,n,y,y,y
meus  somnerium  en  busca  de  un  pequeño  momento  de  comprensión ,n,n,y,y,y
de  vuelta  al  mundo  interno  sin  límites ,n,n,y,y,y
por  favor  que  las  cosas  mejoren  si  es  que  en  verdad  alguien  puede  ayudar  que  le  otorguen  lo  que  necesita ,n,n,y,y,y
getting  ready  for  the  fun  escapada  espiritual  al  corazón  del  oráculo  riviera  maya  meus  somnierum ,n,n,y,y,y
i  want  to  reconcile  the  violence  in  your  heart  i  want  to  recognise  your  beauty  is  not  just  a  mask  i  want  to  exorcise  the  demons  from  your  past  i  want  to  satisfy  the  undisclosed  desires  in  your  heart  gracias  a  sofi  por  la  canción  tan  genial ,n,n,y,y,y
i  just  dont  know  what  to  think  anymore ,n,n,y,y,y
life  truly  has  special  ways  to  show  us  what  we  need  in  the  weirdest  momentsf  i  n  a  l  f  a  n  t  a  s  yi  know  im  not  alone  not  anymore ,n,n,y,y,y
back  to  the  routine  then ,n,n,y,y,y
is  trying  to  get  out  of  the  doldrums ,y,y,n,y,y
is  in  aruba ,y,y,n,y,y
  people  need  to  get  over  michael  vicks  life  and  get  their  own ,y,y,n,y,y
vegas  baby  yaaa ,y,y,n,y,y
once  again  doesnt  remember  going  to  bed  and  shes  upset  with  how  much  drunk  propname  tries  to  screw  around  with  hungover  propname  this  isnt  funny  drunk  propname ,y,y,n,y,y
is  glad  that  its  summertime  and  the  living  is  easy  one  of  these  mornings  shell  rise  up  singing ,y,y,n,y,y
just  got  home  from  spending  11  glorious  hours  with  her  family  it  was  an  awesome  day  sorry  for  all  the  missed  calls  and  texts  my  phone  died  many  hours  ago ,y,y,n,y,y
im  leavin  on  a  cruise  ship  but  i  do  know  when  ill  be  back  again  seriously  though  no  phone  or  internet  all  week  so  i  will  be  incommunicado  you  kids  have  fun  try  not  to  do  anything  too  crazy ,y,y,n,y,y
is  home  again  the  caribbean  was  amazing ,y,y,n,y,y
had  good  talkings  tonight  fun  times  were  had  by  all ,y,y,n,y,y
one  more  double  before  nine  days  of  freedom ,y,y,n,y,y
cant  stop  here  this  is  bat  country ,y,y,n,y,y
you  win  some  you  lose  some  week  2  doesnt  say  anything  about  the  playoffs  theres  always  next  week  and  lets  be  fair  the  competition  next  week  is  the  chiefs  ahahaha ,y,y,n,y,y
ought  to  be  cast  in  the  next  big  zombie  movie  as  an  extra  because  she  feels  like  the  living  dead  must  feel  after  a  night  of  heavy  braineating  is  that  their  equivalent  of  drinking  explains  why  they  want  to  do  it  all  the  time ,y,y,n,y,y
needs  to  be  herself  she  cant  be  no  one  else  shes  feeling  supersonic  give  her  gin  and  tonic  she  could  have  it  all  but  how  much  does  she  want  it ,y,y,n,y,y
damn  those  eagles  looked  sharp  today  too  bad  the  red  sox  couldnt  do  the  same ,y,y,n,y,y
made  some  cash  last  night  playing  poker  hopefully  a  repeat  performance  tonight ,y,y,n,y,y
hasnt  felt  the  way  she  feels  today  in  so  long  its  hard  for  her  to  specify ,y,y,n,y,y
has  got  no  time  to  for  spreadin  roots  the  time  has  come  to  be  gone  and  though  our  health  we  drank  a  thousand  times  its  time  to  ramble  on ,y,y,n,y,y
is  at  a  weird  place  in  her  life  right  now  a  road  map  would  be  handy ,y,y,n,y,y
has  the  damn  flu  could  the  universes  timing  have  been  any  worse  she  thinks  not ,y,y,n,y,y
woot  go  chiefs  d ,y,y,n,y,y
would  love  to  have  something  that  even  remotely  resembles  a  reasonable  sleep  schedule ,y,y,n,y,y
feels  severely  underappreciated  its  lame ,y,y,n,y,y
has  had  a  very  good  day  and  looks  to  have  a  good  night  also ,y,y,n,y,y
doesnt  look  different  but  she  has  changed  youre  looking  through  her  shes  not  the  same ,y,y,n,y,y
wants  to  live  where  soul  meets  body  and  let  the  sun  wrap  its  arms  around  her  and  bathe  her  skin  in  water  cool  and  cleansing  and  feel  feel  what  its  like  to  be  new ,y,y,n,y,y
has  learned  that  standing  in  front  of  her  open  refridgerator  and  freezer  doesnt  make  any  of  her  food  look  any  more  appetizing  but  it  does  start  defrosting  the  food  in  her  freezer ,y,y,n,y,y
proved  her  epic  ninja  skills  tonight ,y,y,n,y,y
shall  live  in  the  sunshine  swim  the  sea  and  drink  the  wild  airs  salubrity ,y,y,n,y,y
was  hoping  some  of  the  punk  kids  in  her  apartment  complex  would  nab  the  jackolanterns  off  her  balcony  and  give  them  the  honor  of  a  good  smash  instead  she  had  to  unceremoniously  toss  them  in  the  dumpster ,y,y,n,y,y
will  begin  tomorrow  well  and  serenely  and  with  too  high  a  spirit  to  be  encumbered  with  her  old  nonsense ,y,y,n,y,y
is  gonna  blame  it  all  upon  a  rush  of  blood  to  the  head ,y,y,n,y,y
had  one  of  her  worst  nights  ever  at  work  after  spending  all  day  actually  believing  today  would  be  a  good  day ,y,y,n,y,y
will  have  a  bit  of  fun  watching  everyone  pass  her  by ,y,y,n,y,y
is  sitting  in  an  english  garden  waiting  for  the  sun ,y,y,n,y,y
